game_id,game_date,team_abbrev,home_away,shots_for,shots_against,goals_for,goals_against
2023020839,2024-02-15,NJD,home,27,29,1,2
2023020839,2024-02-15,LAK,away,29,27,2,1
2023020840,2024-02-15,NYR,home,31,36,7,4
2023020840,2024-02-15,MTL,away,36,31,4,7
2023020841,2024-02-15,OTT,home,34,20,1,5
2023020841,2024-02-15,ANA,away,20,34,5,1
2023020842,2024-02-15,TBL,home,39,31,6,3
2023020842,2024-02-15,COL,away,31,39,3,6
2023020843,2024-02-15,TOR,home,28,32,4,3
2023020843,2024-02-15,PHI,away,32,28,3,4
2023020844,2024-02-15,STL,home,30,38,6,3
2023020844,2024-02-15,EDM,away,38,30,3,6
2023020845,2024-02-15,CHI,home,28,27,1,4
2023020845,2024-02-15,PIT,away,27,28,4,1
2023020846,2024-02-15,CGY,home,34,31,3,6
2023020846,2024-02-15,SJS,away,31,34,6,3
2023020847,2024-02-15,NSH,home,29,41,2,9
2023020847,2024-02-15,DAL,away,41,29,9,2
2023020848,2024-02-15,VAN,home,21,28,4,1
2023020848,2024-02-15,DET,away,28,21,1,4
2023020849,2024-02-16,ARI,home,31,30,1,5
2023020849,2024-02-16,CAR,away,30,31,5,1
2023020850,2024-02-17,DAL,home,27,24,3,4
2023020850,2024-02-17,EDM,away,24,27,4,3
2023020851,2024-02-17,CHI,home,22,42,3,2
2023020851,2024-02-17,OTT,away,42,22,2,3
2023020852,2024-02-17,CGY,home,38,21,0,5
2023020852,2024-02-17,DET,away,21,38,5,0
2023020853,2024-02-17,BOS,home,32,35,4,5
2023020853,2024-02-17,LAK,away,35,32,5,4
2023020854,2024-02-17,MIN,home,32,28,2,3
2023020854,2024-02-17,BUF,away,28,32,3,2
2023020855,2024-02-17,STL,home,37,33,2,5
2023020855,2024-02-17,NSH,away,33,37,5,2
2023020856,2024-02-17,TBL,home,30,30,2,9
2023020856,2024-02-17,FLA,away,30,30,9,2
2023020857,2024-02-17,MTL,home,31,34,3,4
2023020857,2024-02-17,WSH,away,34,31,4,3
2023020858,2024-02-17,TOR,home,32,21,9,2
2023020858,2024-02-17,ANA,away,21,32,2,9
2023020859,2024-02-17,NJD,home,40,48,6,3
2023020859,2024-02-17,PHI,away,48,40,3,6
2023020860,2024-02-17,VAN,home,37,28,2,4
2023020860,2024-02-17,WPG,away,28,37,4,2
2023020861,2024-02-17,SJS,home,31,41,3,4
2023020861,2024-02-17,CBJ,away,41,31,4,3
2023020862,2024-02-17,VGK,home,30,28,1,3
2023020862,2024-02-17,CAR,away,28,30,3,1
2023020863,2024-02-18,NYI,home,41,38,5,6
2023020863,2024-02-18,NYR,away,38,41,6,5
2023020864,2024-02-18,COL,home,37,30,4,3
2023020864,2024-02-18,ARI,away,30,37,3,4
2023020865,2024-02-18,PIT,home,30,34,1,2
2023020865,2024-02-18,LAK,away,34,30,2,1
2023020866,2024-02-19,BUF,home,37,14,3,4
2023020866,2024-02-19,ANA,away,14,37,4,3
2023020867,2024-02-19,BOS,home,30,46,4,3
2023020867,2024-02-19,DAL,away,46,30,3,4
2023020868,2024-02-19,STL,home,21,29,2,4
2023020868,2024-02-19,TOR,away,29,21,4,2
2023020869,2024-02-19,MIN,home,27,24,10,7
2023020869,2024-02-19,VAN,away,24,27,7,10
2023020870,2024-02-19,SEA,home,41,32,3,4
2023020870,2024-02-19,DET,away,32,41,4,3
2023020871,2024-02-19,ARI,home,25,26,3,6
2023020871,2024-02-19,EDM,away,26,25,6,3
2023020872,2024-02-19,CGY,home,34,31,6,3
2023020872,2024-02-19,WPG,away,31,34,3,6
2023020873,2024-02-19,SJS,home,29,26,0,4
2023020873,2024-02-19,VGK,away,26,29,4,0
2023020874,2024-02-19,CAR,home,42,17,6,3
2023020874,2024-02-19,CHI,away,17,42,3,6
2023020875,2024-02-19,TBL,home,25,28,2,4
2023020875,2024-02-19,OTT,away,28,25,4,2
2023020876,2024-02-20,FLA,home,34,30,3,2
2023020876,2024-02-20,OTT,away,30,34,2,3
2023020877,2024-02-20,NYR,home,26,42,3,1
2023020877,2024-02-20,DAL,away,42,26,1,3
2023020878,2024-02-20,PIT,home,41,33,4,5
2023020878,2024-02-20,NYI,away,33,41,5,4
2023020879,2024-02-20,WSH,home,26,39,6,2
2023020879,2024-02-20,NJD,away,39,26,2,6
2023020880,2024-02-20,WPG,home,30,39,6,3
2023020880,2024-02-20,MIN,away,39,30,3,6
2023020881,2024-02-20,COL,home,27,25,3,1
2023020881,2024-02-20,VAN,away,25,27,1,3
2023020882,2024-02-20,VGK,home,26,40,3,5
2023020882,2024-02-20,NSH,away,40,26,5,3
2023020883,2024-02-20,LAK,home,35,33,5,1
2023020883,2024-02-20,CBJ,away,33,35,1,5
2023020884,2024-02-21,MTL,home,31,23,2,3
2023020884,2024-02-21,BUF,away,23,31,3,2
2023020885,2024-02-21,CHI,home,22,33,1,3
2023020885,2024-02-21,PHI,away,33,22,3,1
2023020886,2024-02-21,ANA,home,31,27,4,7
2023020886,2024-02-21,CBJ,away,27,31,7,4
2023020887,2024-02-21,ARI,home,26,36,3,6
2023020887,2024-02-21,TOR,away,36,26,6,3
2023020888,2024-02-21,EDM,home,42,36,5,6
2023020888,2024-02-21,BOS,away,36,42,6,5
2023020889,2024-02-22,CAR,home,29,45,1,0
2023020889,2024-02-22,FLA,away,45,29,0,1
2023020890,2024-02-22,DET,home,30,31,2,1
2023020890,2024-02-22,COL,away,31,30,1,2
2023020891,2024-02-22,NJD,home,40,18,1,5
2023020891,2024-02-22,NYR,away,18,40,5,1
2023020892,2024-02-22,OTT,home,30,15,4,1
2023020892,2024-02-22,DAL,away,15,30,1,4
2023020893,2024-02-22,PIT,home,27,31,4,1
2023020893,2024-02-22,MTL,away,31,27,1,4
2023020894,2024-02-22,TBL,home,32,24,3,5
2023020894,2024-02-22,WSH,away,24,32,5,3
2023020895,2024-02-22,STL,home,25,38,4,0
2023020895,2024-02-22,NYI,away,38,25,0,4
2023020896,2024-02-22,CGY,home,30,34,3,2
2023020896,2024-02-22,BOS,away,34,30,2,3
2023020897,2024-02-22,SEA,home,31,21,5,2
2023020897,2024-02-22,VAN,away,21,31,2,5
2023020898,2024-02-22,VGK,home,26,42,3,7
2023020898,2024-02-22,TOR,away,42,26,7,3
2023020899,2024-02-22,LAK,home,28,21,1,4
2023020899,2024-02-22,NSH,away,21,28,4,1
2023020900,2024-02-23,CBJ,home,26,37,1,2
2023020900,2024-02-23,BUF,away,37,26,2,1
2023020901,2024-02-23,CHI,home,35,31,2,3
2023020901,2024-02-23,WPG,away,31,35,3,2
2023020902,2024-02-23,EDM,home,43,20,2,4
2023020902,2024-02-23,MIN,away,20,43,4,2
2023020903,2024-02-24,NJD,home,24,26,4,3
2023020903,2024-02-24,MTL,away,26,24,3,4
2023020904,2024-02-24,NYI,home,34,21,2,4
2023020904,2024-02-24,TBL,away,21,34,4,2
2023020905,2024-02-24,PHI,home,40,24,1,2
2023020905,2024-02-24,NYR,away,24,40,2,1
2023020906,2024-02-24,FLA,home,29,24,3,2
2023020906,2024-02-24,WSH,away,24,29,2,3
2023020907,2024-02-24,CAR,home,21,16,1,2
2023020907,2024-02-24,DAL,away,16,21,2,1
2023020908,2024-02-24,COL,home,29,30,3,4
2023020908,2024-02-24,TOR,away,30,29,4,3
2023020909,2024-02-24,DET,home,34,23,6,1
2023020909,2024-02-24,STL,away,23,34,1,6
2023020910,2024-02-24,OTT,home,33,29,4,3
2023020910,2024-02-24,VGK,away,29,33,3,4
2023020911,2024-02-24,VAN,home,39,25,3,2
2023020911,2024-02-24,BOS,away,25,39,2,3
2023020912,2024-02-24,EDM,home,35,31,3,6
2023020912,2024-02-24,CGY,away,31,35,6,3
2023020913,2024-02-24,SEA,home,32,31,2,5
2023020913,2024-02-24,MIN,away,31,32,5,2
2023020914,2024-02-24,SJS,home,25,35,2,4
2023020914,2024-02-24,NSH,away,35,25,4,2
2023020915,2024-02-24,LAK,home,50,24,3,2
2023020915,2024-02-24,ANA,away,24,50,2,3
2023020916,2024-02-25,NJD,home,19,27,1,4
2023020916,2024-02-25,TBL,away,27,19,4,1
2023020917,2024-02-25,PIT,home,32,21,7,6
2023020917,2024-02-25,PHI,away,21,32,6,7
2023020918,2024-02-25,BUF,home,32,32,3,2
2023020918,2024-02-25,CAR,away,32,32,2,3
2023020919,2024-02-25,CBJ,home,41,40,4,2
2023020919,2024-02-25,NYR,away,40,41,2,4
2023020920,2024-02-25,CHI,home,36,31,2,3
2023020920,2024-02-25,DET,away,31,36,3,2
2023020921,2024-02-25,WPG,home,32,32,4,3
2023020921,2024-02-25,ARI,away,32,32,3,4
2023020922,2024-02-25,ANA,home,31,29,2,4
2023020922,2024-02-25,NSH,away,29,31,4,2
2023020923,2024-02-26,WSH,home,20,21,6,3
2023020923,2024-02-26,OTT,away,21,20,3,6
2023020924,2024-02-26,DAL,home,32,28,2,3
2023020924,2024-02-26,NYI,away,28,32,3,2
2023020925,2024-02-26,EDM,home,31,40,4,2
2023020925,2024-02-26,LAK,away,40,31,2,4
2023020926,2024-02-26,SEA,home,27,32,4,3
2023020926,2024-02-26,BOS,away,32,27,3,4
2023020927,2024-02-27,DET,home,31,21,8,3
2023020927,2024-02-27,WSH,away,21,31,3,8
2023020928,2024-02-27,FLA,home,37,30,3,2
2023020928,2024-02-27,BUF,away,30,37,2,3
2023020929,2024-02-27,MTL,home,21,38,4,2
2023020929,2024-02-27,ARI,away,38,21,2,4
2023020930,2024-02-27,PHI,home,31,22,6,2
2023020930,2024-02-27,TBL,away,22,31,2,6
2023020931,2024-02-27,TOR,home,30,32,2,6
2023020931,2024-02-27,VGK,away,32,30,6,2
2023020932,2024-02-27,MIN,home,30,28,2,3
2023020932,2024-02-27,CAR,away,28,30,3,2
2023020933,2024-02-27,NSH,home,36,25,4,1
2023020933,2024-02-27,OTT,away,25,36,1,4
2023020934,2024-02-27,WPG,home,32,38,4,2
2023020934,2024-02-27,STL,away,38,32,2,4
2023020935,2024-02-27,CGY,home,37,23,4,2
2023020935,2024-02-27,LAK,away,23,37,2,4
2023020936,2024-02-27,COL,home,27,34,5,1
2023020936,2024-02-27,DAL,away,34,27,1,5
2023020937,2024-02-27,VAN,home,35,40,3,4
2023020937,2024-02-27,PIT,away,40,35,4,3
2023020938,2024-02-27,SJS,home,31,44,2,7
2023020938,2024-02-27,NJD,away,44,31,7,2
2023020939,2024-02-28,NYR,home,30,31,4,1
2023020939,2024-02-28,CBJ,away,31,30,1,4
2023020940,2024-02-28,EDM,home,36,34,3,2
2023020940,2024-02-28,STL,away,34,36,2,3
2023020941,2024-02-29,BOS,home,32,36,5,4
2023020941,2024-02-29,VGK,away,36,32,4,5
2023020942,2024-02-29,CBJ,home,22,33,2,4
2023020942,2024-02-29,CAR,away,33,22,4,2
2023020943,2024-02-29,DET,home,25,27,3,5
2023020943,2024-02-29,NYI,away,27,25,5,3
2023020944,2024-02-29,FLA,home,35,31,4,3
2023020944,2024-02-29,MTL,away,31,35,3,4
2023020945,2024-02-29,TBL,home,23,23,2,3
2023020945,2024-02-29,BUF,away,23,23,3,2
2023020946,2024-02-29,TOR,home,26,32,4,2
2023020946,2024-02-29,ARI,away,32,26,2,4
2023020947,2024-02-29,DAL,home,36,26,4,1
2023020947,2024-02-29,WPG,away,26,36,1,4
2023020948,2024-02-29,NSH,home,31,34,6,1
2023020948,2024-02-29,MIN,away,34,31,1,6
2023020949,2024-02-29,CHI,home,24,33,0,5
2023020949,2024-02-29,COL,away,33,24,5,0
2023020950,2024-02-29,SEA,home,28,33,2,0
2023020950,2024-02-29,PIT,away,33,28,0,2
2023020951,2024-02-29,VAN,home,24,20,1,5
2023020951,2024-02-29,LAK,away,20,24,5,1
2023020952,2024-02-29,SJS,home,28,30,4,6
2023020952,2024-02-29,ANA,away,30,28,6,4
2023020953,2024-03-01,OTT,home,37,30,3,5
2023020953,2024-03-01,ARI,away,30,37,5,3
2023020954,2024-03-01,WSH,home,21,23,5,2
2023020954,2024-03-01,PHI,away,23,21,2,5
2023020955,2024-03-01,ANA,home,23,55,4,3
2023020955,2024-03-01,NJD,away,55,23,3,4
2023020956,2024-03-02,CAR,home,35,32,3,5
2023020956,2024-03-02,WPG,away,32,35,5,3
2023020957,2024-03-02,NYI,home,26,23,5,1
2023020957,2024-03-02,BOS,away,23,26,1,5
2023020958,2024-03-02,SEA,home,25,24,1,2
2023020958,2024-03-02,EDM,away,24,25,2,1
2023020959,2024-03-02,NSH,home,35,26,5,1
2023020959,2024-03-02,COL,away,26,35,1,5
2023020960,2024-03-02,BUF,home,35,24,7,2
2023020960,2024-03-02,VGK,away,24,35,2,7
2023020961,2024-03-02,DET,home,21,37,0,4
2023020961,2024-03-02,FLA,away,37,21,4,0
2023020962,2024-03-02,PHI,home,40,26,4,2
2023020962,2024-03-02,OTT,away,26,40,2,4
2023020963,2024-03-02,TBL,home,29,31,4,3
2023020963,2024-03-02,MTL,away,31,29,3,4
2023020964,2024-03-02,TOR,home,34,35,4,3
2023020964,2024-03-02,NYR,away,35,34,3,4
2023020965,2024-03-02,CHI,home,28,31,2,5
2023020965,2024-03-02,CBJ,away,31,28,5,2
2023020966,2024-03-02,DAL,home,38,23,3,2
2023020966,2024-03-02,SJS,away,23,38,2,3
2023020967,2024-03-02,STL,home,27,22,3,1
2023020967,2024-03-02,MIN,away,22,27,1,3
2023020968,2024-03-02,CGY,home,20,30,4,3
2023020968,2024-03-02,PIT,away,30,20,3,4
2023020969,2024-03-03,WSH,home,26,28,2,5
2023020969,2024-03-03,ARI,away,28,26,5,2
2023020970,2024-03-03,LAK,home,23,31,5,1
2023020970,2024-03-03,NJD,away,31,23,1,5
2023020971,2024-03-03,BUF,home,19,35,2,5
2023020971,2024-03-03,WPG,away,35,19,5,2
2023020972,2024-03-03,MIN,home,32,15,4,3
2023020972,2024-03-03,SJS,away,15,32,3,4
2023020973,2024-03-03,ANA,home,18,31,1,2
2023020973,2024-03-03,VAN,away,31,18,2,1
2023020974,2024-03-03,EDM,home,37,23,6,1
2023020974,2024-03-03,PIT,away,23,37,1,6
2023020975,2024-03-04,CBJ,home,33,39,6,3
2023020975,2024-03-04,VGK,away,39,33,3,6
2023020976,2024-03-04,NYR,home,28,30,2,4
2023020976,2024-03-04,FLA,away,30,28,4,2
2023020977,2024-03-04,PHI,home,42,25,1,2
2023020977,2024-03-04,STL,away,25,42,2,1
2023020978,2024-03-04,TOR,home,33,27,1,4
2023020978,2024-03-04,BOS,away,27,33,4,1
2023020979,2024-03-04,COL,home,37,37,5,0
2023020979,2024-03-04,CHI,away,37,37,0,5
2023020980,2024-03-04,CGY,home,37,30,2,4
2023020980,2024-03-04,SEA,away,30,37,4,2
2023020981,2024-03-05,BOS,home,25,26,1,2
2023020981,2024-03-05,EDM,away,26,25,2,1
2023020982,2024-03-05,NJD,home,24,31,3,5
2023020982,2024-03-05,FLA,away,31,24,5,3
2023020983,2024-03-05,PIT,home,31,35,5,3
2023020983,2024-03-05,CBJ,away,35,31,3,5
2023020984,2024-03-05,NYI,home,33,21,4,2
2023020984,2024-03-05,STL,away,21,33,2,4
2023020985,2024-03-05,NSH,home,28,30,3,4
2023020985,2024-03-05,MTL,away,30,28,4,3
2023020986,2024-03-05,WPG,home,33,24,3,4
2023020986,2024-03-05,SEA,away,24,33,4,3
2023020987,2024-03-05,ARI,home,39,32,2,5
2023020987,2024-03-05,CHI,away,32,39,5,2
2023020988,2024-03-05,LAK,home,24,31,1,2
2023020988,2024-03-05,VAN,away,31,24,2,1
2023020989,2024-03-05,SJS,home,20,40,6,7
2023020989,2024-03-05,DAL,away,40,20,7,6
2023020990,2024-03-06,TOR,home,27,25,2,1
2023020990,2024-03-06,BUF,away,25,27,1,2
2023020991,2024-03-06,COL,home,54,29,7,2
2023020991,2024-03-06,DET,away,29,54,2,7
2023020992,2024-03-06,ANA,home,16,30,2,1
2023020992,2024-03-06,OTT,away,30,16,1,2
2023020993,2024-03-07,BOS,home,25,29,4,1
2023020993,2024-03-07,TOR,away,29,25,1,4
2023020994,2024-03-07,CAR,home,39,25,4,1
2023020994,2024-03-07,MTL,away,25,39,1,4
2023020995,2024-03-07,CBJ,home,34,31,4,2
2023020995,2024-03-07,EDM,away,31,34,2,4
2023020996,2024-03-07,FLA,home,30,26,1,2
2023020996,2024-03-07,PHI,away,26,30,2,1
2023020997,2024-03-07,NJD,home,33,24,4,1
2023020997,2024-03-07,STL,away,24,33,1,4
2023020998,2024-03-07,PIT,home,39,29,0,6
2023020998,2024-03-07,WSH,away,29,39,6,0
2023020999,2024-03-07,TBL,home,22,24,3,6
2023020999,2024-03-07,CGY,away,24,22,6,3
2023021000,2024-03-07,NSH,home,24,28,4,2
2023021000,2024-03-07,BUF,away,28,24,2,4
2023021001,2024-03-07,ARI,home,25,28,2,5
2023021001,2024-03-07,MIN,away,28,25,5,2
2023021002,2024-03-07,VGK,home,28,35,1,3
2023021002,2024-03-07,VAN,away,35,28,3,1
2023021003,2024-03-07,LAK,home,35,31,4,3
2023021003,2024-03-07,OTT,away,31,35,3,4
2023021004,2024-03-07,SJS,home,25,33,2,7
2023021004,2024-03-07,NYI,away,33,25,7,2
2023021005,2024-03-08,ARI,home,24,28,4,0
2023021005,2024-03-08,DET,away,28,24,0,4
2023021006,2024-03-08,COL,home,40,30,2,1
2023021006,2024-03-08,MIN,away,30,40,1,2
2023021007,2024-03-08,ANA,home,27,36,2,6
2023021007,2024-03-08,DAL,away,36,27,6,2
2023021008,2024-03-08,SEA,home,17,32,0,3
2023021008,2024-03-08,WPG,away,32,17,3,0
2023021009,2024-03-09,BUF,home,27,32,3,2
2023021009,2024-03-09,EDM,away,32,27,2,3
2023021010,2024-03-09,CBJ,home,34,49,1,2
2023021010,2024-03-09,NSH,away,49,34,2,1
2023021011,2024-03-09,NJD,home,25,26,2,4
2023021011,2024-03-09,CAR,away,26,25,4,2
2023021012,2024-03-09,BOS,home,23,39,5,1
2023021012,2024-03-09,PIT,away,39,23,1,5
2023021013,2024-03-09,FLA,home,31,35,5,1
2023021013,2024-03-09,CGY,away,35,31,1,5
2023021014,2024-03-09,MTL,home,31,27,2,3
2023021014,2024-03-09,TOR,away,27,31,3,2
2023021015,2024-03-09,SJS,home,21,32,2,1
2023021015,2024-03-09,OTT,away,32,21,1,2
2023021016,2024-03-09,TBL,home,26,25,7,0
2023021016,2024-03-09,PHI,away,25,26,0,7
2023021017,2024-03-09,WSH,home,26,32,4,1
2023021017,2024-03-09,CHI,away,32,26,1,4
2023021018,2024-03-09,NYR,home,39,26,4,0
2023021018,2024-03-09,STL,away,26,39,0,4
2023021019,2024-03-09,VAN,home,37,22,5,0
2023021019,2024-03-09,WPG,away,22,37,0,5
2023021020,2024-03-09,VGK,home,36,26,5,3
2023021020,2024-03-09,DET,away,26,36,3,5
2023021021,2024-03-09,LAK,home,25,35,1,4
2023021021,2024-03-09,DAL,away,35,25,4,1
2023021022,2024-03-10,PIT,home,41,42,0,4
2023021022,2024-03-10,EDM,away,42,41,4,0
2023021023,2024-03-10,MIN,home,33,30,4,3
2023021023,2024-03-10,NSH,away,30,33,3,4
2023021024,2024-03-10,CAR,home,40,20,7,2
2023021024,2024-03-10,CGY,away,20,40,2,7
2023021025,2024-03-10,CHI,home,41,36,7,4
2023021025,2024-03-10,ARI,away,36,41,4,7
2023021026,2024-03-10,ANA,home,23,19,1,6
2023021026,2024-03-10,NYI,away,19,23,6,1
2023021027,2024-03-11,BOS,home,37,22,1,5
2023021027,2024-03-11,STL,away,22,37,5,1
2023021028,2024-03-11,NYR,home,26,20,3,1
2023021028,2024-03-11,NJD,away,20,26,1,3
2023021029,2024-03-11,WPG,home,29,23,3,0
2023021029,2024-03-11,WSH,away,23,29,0,3
2023021030,2024-03-11,LAK,home,25,26,3,0
2023021030,2024-03-11,NYI,away,26,25,0,3
2023021031,2024-03-12,BUF,home,39,24,7,3
2023021031,2024-03-12,DET,away,24,39,3,7
2023021032,2024-03-12,CAR,home,28,24,0,1
2023021032,2024-03-12,NYR,away,24,28,1,0
2023021033,2024-03-12,MTL,home,23,41,3,0
2023021033,2024-03-12,CBJ,away,41,23,0,3
2023021034,2024-03-12,OTT,home,39,35,2,1
2023021034,2024-03-12,PIT,away,35,39,1,2
2023021035,2024-03-12,PHI,home,41,29,3,2
2023021035,2024-03-12,SJS,away,29,41,2,3
2023021036,2024-03-12,DAL,home,30,30,3,4
2023021036,2024-03-12,FLA,away,30,30,4,3
2023021037,2024-03-12,MIN,home,31,23,4,1
2023021037,2024-03-12,ARI,away,23,31,1,4
2023021038,2024-03-12,CHI,home,31,29,7,2
2023021038,2024-03-12,ANA,away,29,31,2,7
2023021039,2024-03-12,CGY,home,27,38,2,6
2023021039,2024-03-12,COL,away,38,27,6,2
2023021040,2024-03-12,SEA,home,30,34,4,5
2023021040,2024-03-12,VGK,away,34,30,5,4
2023021041,2024-03-13,STL,home,30,41,3,1
2023021041,2024-03-13,LAK,away,41,30,1,3
2023021042,2024-03-13,WPG,home,29,38,2,4
2023021042,2024-03-13,NSH,away,38,29,4,2
2023021043,2024-03-13,EDM,home,37,25,7,2
2023021043,2024-03-13,WSH,away,25,37,2,7
2023021044,2024-03-13,VAN,home,21,34,3,4
2023021044,2024-03-13,COL,away,34,21,4,3
2023021045,2024-03-14,BUF,home,37,21,4,0
2023021045,2024-03-14,NYI,away,21,37,0,4
2023021046,2024-03-14,CAR,home,35,21,4,0
2023021046,2024-03-14,FLA,away,21,35,0,4
2023021047,2024-03-14,CBJ,home,37,37,2,3
2023021047,2024-03-14,OTT,away,37,37,3,2
2023021048,2024-03-14,DET,home,29,27,1,4
2023021048,2024-03-14,ARI,away,27,29,4,1
2023021049,2024-03-14,MTL,home,19,24,1,2
2023021049,2024-03-14,BOS,away,24,19,2,1
2023021050,2024-03-14,PHI,home,28,27,2,6
2023021050,2024-03-14,TOR,away,27,28,6,2
2023021051,2024-03-14,PIT,home,31,32,6,3
2023021051,2024-03-14,SJS,away,32,31,3,6
2023021052,2024-03-14,TBL,home,28,28,6,3
2023021052,2024-03-14,NYR,away,28,28,3,6
2023021053,2024-03-14,DAL,home,37,20,2,6
2023021053,2024-03-14,NJD,away,20,37,6,2
2023021054,2024-03-14,MIN,home,31,16,2,0
2023021054,2024-03-14,ANA,away,16,31,0,2
2023021055,2024-03-14,CGY,home,37,29,4,1
2023021055,2024-03-14,VGK,away,29,37,1,4
2023021056,2024-03-14,SEA,home,24,23,1,2
2023021056,2024-03-14,WSH,away,23,24,2,1
2023021057,2024-03-15,WPG,home,38,21,6,0
2023021057,2024-03-15,ANA,away,21,38,0,6
2023021058,2024-03-15,CHI,home,28,37,0,5
2023021058,2024-03-15,LAK,away,37,28,5,0
2023021059,2024-03-16,DET,home,26,26,4,1
2023021059,2024-03-16,BUF,away,26,26,1,4
2023021060,2024-03-16,NYI,home,33,30,3,4
2023021060,2024-03-16,OTT,away,30,33,4,3
2023021061,2024-03-16,PIT,home,37,28,4,7
2023021061,2024-03-16,NYR,away,28,37,7,4
2023021062,2024-03-16,ARI,home,32,38,4,1
2023021062,2024-03-16,NJD,away,38,32,1,4
2023021063,2024-03-16,FLA,home,50,16,3,5
2023021063,2024-03-16,TBL,away,16,50,5,3
2023021064,2024-03-16,BOS,home,30,29,6,5
2023021064,2024-03-16,PHI,away,29,30,5,6
2023021065,2024-03-16,CBJ,home,20,41,4,2
2023021065,2024-03-16,SJS,away,41,20,2,4
2023021066,2024-03-16,CGY,home,28,38,5,2
2023021066,2024-03-16,MTL,away,38,28,2,5
2023021067,2024-03-16,TOR,home,40,40,4,5
2023021067,2024-03-16,CAR,away,40,40,5,4
2023021068,2024-03-16,DAL,home,29,28,4,1
2023021068,2024-03-16,LAK,away,28,29,1,4
2023021069,2024-03-16,STL,home,37,24,3,2
2023021069,2024-03-16,MIN,away,24,37,2,3
2023021070,2024-03-16,EDM,home,34,43,2,3
2023021070,2024-03-16,COL,away,43,34,3,2
2023021071,2024-03-16,SEA,home,24,30,1,4
2023021071,2024-03-16,NSH,away,30,24,4,1
2023021072,2024-03-16,VAN,home,22,24,1,2
2023021072,2024-03-16,WSH,away,24,22,2,1
2023021073,2024-03-17,NYR,home,31,27,5,2
2023021073,2024-03-17,NYI,away,27,31,2,5
2023021074,2024-03-17,VGK,home,37,21,3,1
2023021074,2024-03-17,NJD,away,21,37,1,3
2023021075,2024-03-17,CBJ,home,31,27,1,6
2023021075,2024-03-17,WPG,away,27,31,6,1
2023021076,2024-03-17,CHI,home,31,27,5,2
2023021076,2024-03-17,SJS,away,27,31,2,5
2023021077,2024-03-17,OTT,home,32,38,2,7
2023021077,2024-03-17,CAR,away,38,32,7,2
2023021078,2024-03-17,PIT,home,38,28,6,3
2023021078,2024-03-17,DET,away,28,38,3,6
2023021079,2024-03-17,STL,home,27,28,4,2
2023021079,2024-03-17,ANA,away,28,27,2,4
2023021080,2024-03-18,CGY,home,36,33,2,5
2023021080,2024-03-18,WSH,away,33,36,5,2
2023021081,2024-03-18,SEA,home,34,30,2,6
2023021081,2024-03-18,BUF,away,30,34,6,2
2023021082,2024-03-19,BOS,home,26,31,6,2
2023021082,2024-03-19,OTT,away,31,26,2,6
2023021083,2024-03-19,DET,home,26,35,4,3
2023021083,2024-03-19,CBJ,away,35,26,3,4
2023021084,2024-03-19,NJD,home,38,38,5,2
2023021084,2024-03-19,PIT,away,38,38,2,5
2023021085,2024-03-19,NYR,home,41,27,2,4
2023021085,2024-03-19,WPG,away,27,41,4,2
2023021086,2024-03-19,PHI,home,30,30,4,3
2023021086,2024-03-19,TOR,away,30,30,3,4
2023021087,2024-03-19,NYI,home,31,34,1,4
2023021087,2024-03-19,CAR,away,34,31,4,1
2023021088,2024-03-19,NSH,home,40,20,8,2
2023021088,2024-03-19,SJS,away,20,40,2,8
2023021089,2024-03-19,STL,home,33,35,3,4
2023021089,2024-03-19,COL,away,35,33,4,3
2023021090,2024-03-19,EDM,home,32,25,3,2
2023021090,2024-03-19,MTL,away,25,32,2,3
2023021091,2024-03-19,ANA,home,27,32,0,4
2023021091,2024-03-19,MIN,away,32,27,4,0
2023021092,2024-03-19,LAK,home,24,24,6,2
2023021092,2024-03-19,CHI,away,24,24,2,6
2023021093,2024-03-19,VAN,home,34,17,3,2
2023021093,2024-03-19,BUF,away,17,34,2,3
2023021094,2024-03-19,VGK,home,27,21,3,5
2023021094,2024-03-19,TBL,away,21,27,5,3
2023021095,2024-03-20,WSH,home,21,29,3,7
2023021095,2024-03-20,TOR,away,29,21,7,3
2023021096,2024-03-20,DAL,home,33,25,5,2
2023021096,2024-03-20,ARI,away,25,33,2,5
2023021097,2024-03-20,LAK,home,27,31,6,0
2023021097,2024-03-20,MIN,away,31,27,0,6
2023021098,2024-03-21,BOS,home,26,31,2,5
2023021098,2024-03-21,NYR,away,31,26,5,2
2023021099,2024-03-21,CAR,home,33,32,3,2
2023021099,2024-03-21,PHI,away,32,33,2,3
2023021100,2024-03-21,DET,home,24,36,6,3
2023021100,2024-03-21,NYI,away,36,24,3,6
2023021101,2024-03-21,FLA,home,33,37,0,3
2023021101,2024-03-21,NSH,away,37,33,3,0
2023021102,2024-03-21,NJD,home,41,19,4,1
2023021102,2024-03-21,WPG,away,19,41,1,4
2023021103,2024-03-21,OTT,home,39,27,2,5
2023021103,2024-03-21,STL,away,27,39,5,2
2023021104,2024-03-21,EDM,home,39,29,8,3
2023021104,2024-03-21,BUF,away,29,39,3,8
2023021105,2024-03-21,ANA,home,25,29,4,0
2023021105,2024-03-21,CHI,away,29,25,0,4
2023021106,2024-03-21,VAN,home,25,17,4,1
2023021106,2024-03-21,MTL,away,17,25,1,4
2023021107,2024-03-21,VGK,home,37,22,3,1
2023021107,2024-03-21,SEA,away,22,37,1,3
