team,opponent,player_name,position,position_id,line,line_id,jersey_number,injury_status,game_time_decision,scrape_date,team_slug,player_id
vancouver-canucks,new-york-islanders,Thatcher Demko,Starting Goalie,g1,Goalies,g,35.0,,False,2025-12-19,,
vancouver-canucks,new-york-islanders,Kevin Lankinen,Backup Goalie,g2,Goalies,g,32.0,,False,2025-12-19,,
winnipeg-jets,colorado-avalanche,Connor Hellebuyck,Starting Goalie,g1,Goalies,g,37.0,,False,2025-12-19,,
winnipeg-jets,colorado-avalanche,Eric Comrie,Backup Goalie,g2,Goalies,g,1.0,,False,2025-12-19,,
anaheim-ducks,columbus-blue-jackets,Petr Mrazek,Starting Goalie,g1,Goalies,g,34.0,,False,2025-12-20,,
anaheim-ducks,columbus-blue-jackets,Lukas Dostal,Backup Goalie,g2,Goalies,g,1.0,,False,2025-12-20,,
boston-bruins,vancouver-canucks,Jeremy Swayman,Starting Goalie,g1,Goalies,g,1.0,,False,2025-12-20,,
boston-bruins,vancouver-canucks,Joonas Korpisalo,Backup Goalie,g2,Goalies,g,70.0,,False,2025-12-20,,
buffalo-sabres,new-york-islanders,Alex Lyon,Starting Goalie,g1,Goalies,g,34.0,,False,2025-12-20,,
buffalo-sabres,new-york-islanders,Ukko-Pekka Luukkonen,Backup Goalie,g2,Goalies,g,1.0,,False,2025-12-20,,
calgary-flames,vegas-golden-knights,Dustin Wolf,Starting Goalie,g1,Goalies,g,32.0,,False,2025-12-20,,
calgary-flames,vegas-golden-knights,Devin Cooley,Backup Goalie,g2,Goalies,g,,,False,2025-12-20,,
carolina-hurricanes,tampa-bay-lightning,Brandon Bussi,Starting Goalie,g1,Goalies,g,32.0,,False,2025-12-20,,
carolina-hurricanes,tampa-bay-lightning,Pyotr Kochetkov,Backup Goalie,g2,Goalies,g,52.0,,False,2025-12-20,,
chicago-blackhawks,ottawa-senators,Spencer Knight,Starting Goalie,g1,Goalies,g,30.0,,False,2025-12-20,,
chicago-blackhawks,ottawa-senators,Arvid Soderblom,Backup Goalie,g2,Goalies,g,40.0,,False,2025-12-20,,
columbus-blue-jackets,anaheim-ducks,Jet Greaves,Starting Goalie,g1,Goalies,g,,,False,2025-12-20,,
columbus-blue-jackets,anaheim-ducks,Elvis Merzlikins,Backup Goalie,g2,Goalies,g,90.0,,False,2025-12-20,,
detroit-red-wings,washington-capitals,John Gibson,Starting Goalie,g1,Goalies,g,36.0,,False,2025-12-20,,
detroit-red-wings,washington-capitals,Cam Talbot,Backup Goalie,g2,Goalies,g,39.0,,False,2025-12-20,,
edmonton-oilers,minnesota-wild,Calvin Pickard,Starting Goalie,g1,Goalies,g,30.0,,False,2025-12-20,,
edmonton-oilers,minnesota-wild,Connor Ingram,Backup Goalie,g2,Goalies,g,39.0,,False,2025-12-20,,
florida-panthers,st-louis-blues,Daniil Tarasov,Starting Goalie,g1,Goalies,g,40.0,,False,2025-12-20,,
florida-panthers,st-louis-blues,Sergei Bobrovsky,Backup Goalie,g2,Goalies,g,72.0,,False,2025-12-20,,
minnesota-wild,edmonton-oilers,Filip Gustavsson,Starting Goalie,g1,Goalies,g,32.0,,False,2025-12-20,,
minnesota-wild,edmonton-oilers,Jesper Wallstedt,Backup Goalie,g2,Goalies,g,,,False,2025-12-20,,
montreal-canadiens,pittsburgh-penguins,Jakub Dobes,Starting Goalie,g1,Goalies,g,75.0,,False,2025-12-20,,
montreal-canadiens,pittsburgh-penguins,Jacob Fowler,Backup Goalie,g2,Goalies,g,32.0,,False,2025-12-20,,
nashville-predators,toronto-maple-leafs,Juuse Saros,Starting Goalie,g1,Goalies,g,74.0,,False,2025-12-20,,
nashville-predators,toronto-maple-leafs,Justus Annunen,Backup Goalie,g2,Goalies,g,29.0,,False,2025-12-20,,
new-york-islanders,buffalo-sabres,Ilya Sorokin,Starting Goalie,g1,Goalies,g,30.0,,False,2025-12-20,,
new-york-islanders,buffalo-sabres,David Rittich,Backup Goalie,g2,Goalies,g,31.0,,False,2025-12-20,,
new-york-rangers,philadelphia-flyers,Igor Shesterkin,Starting Goalie,g1,Goalies,g,31.0,,False,2025-12-20,,
new-york-rangers,philadelphia-flyers,Jonathan Quick,Backup Goalie,g2,Goalies,g,32.0,,False,2025-12-20,,
ottawa-senators,chicago-blackhawks,Linus Ullmark,Starting Goalie,g1,Goalies,g,35.0,,False,2025-12-20,,
ottawa-senators,chicago-blackhawks,Leevi Merilainen,Backup Goalie,g2,Goalies,g,1.0,,False,2025-12-20,,
philadelphia-flyers,new-york-rangers,Dan Vladar,Starting Goalie,g1,Goalies,g,80.0,,False,2025-12-20,,
philadelphia-flyers,new-york-rangers,Samuel Ersson,Backup Goalie,g2,Goalies,g,33.0,,False,2025-12-20,,
pittsburgh-penguins,montreal-canadiens,Stuart Skinner,Starting Goalie,g1,Goalies,g,74.0,,False,2025-12-20,,
pittsburgh-penguins,montreal-canadiens,Arturs Silovs,Backup Goalie,g2,Goalies,g,,,False,2025-12-20,,
san-jose-sharks,seattle-kraken,Yaroslav Askarov,Starting Goalie,g1,Goalies,g,30.0,,False,2025-12-20,,
san-jose-sharks,seattle-kraken,Alex Nedeljkovic,Backup Goalie,g2,Goalies,g,33.0,,False,2025-12-20,,
seattle-kraken,san-jose-sharks,Joey Daccord,Starting Goalie,g1,Goalies,g,35.0,,False,2025-12-20,,
seattle-kraken,san-jose-sharks,Philipp Grubauer,Backup Goalie,g2,Goalies,g,31.0,,False,2025-12-20,,
st-louis-blues,florida-panthers,Joel Hofer,Starting Goalie,g1,Goalies,g,30.0,,False,2025-12-20,,
st-louis-blues,florida-panthers,Jordan Binnington,Backup Goalie,g2,Goalies,g,50.0,,False,2025-12-20,,
tampa-bay-lightning,carolina-hurricanes,Andrei Vasilevskiy,Starting Goalie,g1,Goalies,g,88.0,,False,2025-12-20,,
tampa-bay-lightning,carolina-hurricanes,Jonas Johansson,Backup Goalie,g2,Goalies,g,31.0,,False,2025-12-20,,
toronto-maple-leafs,nashville-predators,Joseph Woll,Starting Goalie,g1,Goalies,g,60.0,,False,2025-12-20,,
toronto-maple-leafs,nashville-predators,Dennis Hildeby,Backup Goalie,g2,Goalies,g,,,False,2025-12-20,,
vancouver-canucks,boston-bruins,Thatcher Demko,Starting Goalie,g1,Goalies,g,35.0,,False,2025-12-20,,
vancouver-canucks,boston-bruins,Kevin Lankinen,Backup Goalie,g2,Goalies,g,32.0,,False,2025-12-20,,
vegas-golden-knights,calgary-flames,Carter Hart,Starting Goalie,g1,Goalies,g,79.0,,False,2025-12-20,,
vegas-golden-knights,calgary-flames,Akira Schmid,Backup Goalie,g2,Goalies,g,40.0,,False,2025-12-20,,
washington-capitals,detroit-red-wings,Logan Thompson,Starting Goalie,g1,Goalies,g,48.0,,False,2025-12-20,,
washington-capitals,detroit-red-wings,Charlie Lindgren,Backup Goalie,g2,Goalies,g,79.0,,False,2025-12-20,,
boston-bruins,ottawa-senators,Jeremy Swayman,Starting Goalie,g1,Goalies,g,1.0,,False,2025-12-21,,
boston-bruins,ottawa-senators,Joonas Korpisalo,Backup Goalie,g2,Goalies,g,70.0,,False,2025-12-21,,
buffalo-sabres,new-jersey-devils,Alex Lyon,Starting Goalie,g1,Goalies,g,34.0,,False,2025-12-21,,
buffalo-sabres,new-jersey-devils,Ukko-Pekka Luukkonen,Backup Goalie,g2,Goalies,g,1.0,,False,2025-12-21,,
colorado-avalanche,minnesota-wild,Scott Wedgewood,Starting Goalie,g1,Goalies,g,41.0,,False,2025-12-21,,
colorado-avalanche,minnesota-wild,Mackenzie Blackwood,Backup Goalie,g2,Goalies,g,39.0,,False,2025-12-21,,
dallas-stars,toronto-maple-leafs,Casey DeSmith,Starting Goalie,g1,Goalies,g,1.0,,False,2025-12-21,,
dallas-stars,toronto-maple-leafs,Jake Oettinger,Backup Goalie,g2,Goalies,g,29.0,,False,2025-12-21,,
detroit-red-wings,washington-capitals,John Gibson,Starting Goalie,g1,Goalies,g,36.0,,False,2025-12-21,,
detroit-red-wings,washington-capitals,Cam Talbot,Backup Goalie,g2,Goalies,g,39.0,,False,2025-12-21,,
edmonton-oilers,vegas-golden-knights,Calvin Pickard,Starting Goalie,g1,Goalies,g,30.0,,False,2025-12-21,,
edmonton-oilers,vegas-golden-knights,Connor Ingram,Backup Goalie,g2,Goalies,g,39.0,,False,2025-12-21,,
minnesota-wild,colorado-avalanche,Filip Gustavsson,Starting Goalie,g1,Goalies,g,32.0,,False,2025-12-21,,
minnesota-wild,colorado-avalanche,Jesper Wallstedt,Backup Goalie,g2,Goalies,g,,,False,2025-12-21,,
montreal-canadiens,pittsburgh-penguins,Jakub Dobes,Starting Goalie,g1,Goalies,g,75.0,,False,2025-12-21,,
montreal-canadiens,pittsburgh-penguins,Jacob Fowler,Backup Goalie,g2,Goalies,g,32.0,,False,2025-12-21,,
nashville-predators,new-york-rangers,Juuse Saros,Starting Goalie,g1,Goalies,g,74.0,,False,2025-12-21,,
nashville-predators,new-york-rangers,Justus Annunen,Backup Goalie,g2,Goalies,g,29.0,,False,2025-12-21,,
new-jersey-devils,buffalo-sabres,Jacob Markstrom,Starting Goalie,g1,Goalies,g,25.0,,False,2025-12-21,,
new-jersey-devils,buffalo-sabres,Jake Allen,Backup Goalie,g2,Goalies,g,34.0,,False,2025-12-21,,
new-york-rangers,nashville-predators,Jonathan Quick,Starting Goalie,g1,Goalies,g,32.0,,False,2025-12-21,,
new-york-rangers,nashville-predators,Igor Shesterkin,Backup Goalie,g2,Goalies,g,31.0,,False,2025-12-21,,
ottawa-senators,boston-bruins,Leevi Merilainen,Starting Goalie,g1,Goalies,g,1.0,,False,2025-12-21,,
ottawa-senators,boston-bruins,Linus Ullmark,Backup Goalie,g2,Goalies,g,35.0,,False,2025-12-21,,
pittsburgh-penguins,montreal-canadiens,Arturs Silovs,Starting Goalie,g1,Goalies,g,,,False,2025-12-21,,
pittsburgh-penguins,montreal-canadiens,Stuart Skinner,Backup Goalie,g2,Goalies,g,74.0,,False,2025-12-21,,
toronto-maple-leafs,dallas-stars,Joseph Woll,Starting Goalie,g1,Goalies,g,60.0,,False,2025-12-21,,
toronto-maple-leafs,dallas-stars,Dennis Hildeby,Backup Goalie,g2,Goalies,g,,,False,2025-12-21,,
utah-hockey-club,winnipeg-jets,Karel Vejmelka,Starting Goalie,g1,Goalies,g,70.0,,False,2025-12-21,,
utah-hockey-club,winnipeg-jets,Vitek Vanecek,Backup Goalie,g2,Goalies,g,41.0,,False,2025-12-21,,
vegas-golden-knights,edmonton-oilers,Carter Hart,Starting Goalie,g1,Goalies,g,79.0,,False,2025-12-21,,
vegas-golden-knights,edmonton-oilers,Akira Schmid,Backup Goalie,g2,Goalies,g,40.0,,False,2025-12-21,,
washington-capitals,detroit-red-wings,Charlie Lindgren,Starting Goalie,g1,Goalies,g,79.0,,False,2025-12-21,,
washington-capitals,detroit-red-wings,Logan Thompson,Backup Goalie,g2,Goalies,g,48.0,,False,2025-12-21,,
winnipeg-jets,utah-hockey-club,Connor Hellebuyck,Starting Goalie,g1,Goalies,g,37.0,,False,2025-12-21,,
winnipeg-jets,utah-hockey-club,Eric Comrie,Backup Goalie,g2,Goalies,g,1.0,,False,2025-12-21,,
anaheim-ducks,seattle-kraken,Lukas Dostal,Starting Goalie,g1,Goalies,g,1.0,,False,2025-12-22,,
anaheim-ducks,seattle-kraken,Petr Mrazek,Backup Goalie,g2,Goalies,g,34.0,,False,2025-12-22,,
columbus-blue-jackets,los-angeles-kings,Jet Greaves,Starting Goalie,g1,Goalies,g,,,False,2025-12-22,,
columbus-blue-jackets,los-angeles-kings,Elvis Merzlikins,Backup Goalie,g2,Goalies,g,90.0,,False,2025-12-22,,
los-angeles-kings,columbus-blue-jackets,Anton Forsberg,Starting Goalie,g1,Goalies,g,31.0,,False,2025-12-22,,
los-angeles-kings,columbus-blue-jackets,Pheonix Copley,Backup Goalie,g2,Goalies,g,29.0,,False,2025-12-22,,
philadelphia-flyers,vancouver-canucks,Samuel Ersson,Starting Goalie,g1,Goalies,g,33.0,,False,2025-12-22,,
philadelphia-flyers,vancouver-canucks,Aleksei Kolosov,Backup Goalie,g2,Goalies,g,,,False,2025-12-22,,
seattle-kraken,anaheim-ducks,Joey Daccord,Starting Goalie,g1,Goalies,g,35.0,,False,2025-12-22,,
seattle-kraken,anaheim-ducks,Philipp Grubauer,Backup Goalie,g2,Goalies,g,31.0,,False,2025-12-22,,
st-louis-blues,tampa-bay-lightning,Joel Hofer,Starting Goalie,g1,Goalies,g,30.0,,False,2025-12-22,,
st-louis-blues,tampa-bay-lightning,Jordan Binnington,Backup Goalie,g2,Goalies,g,50.0,,False,2025-12-22,,
tampa-bay-lightning,st-louis-blues,Andrei Vasilevskiy,Starting Goalie,g1,Goalies,g,88.0,,False,2025-12-22,,
tampa-bay-lightning,st-louis-blues,Jonas Johansson,Backup Goalie,g2,Goalies,g,31.0,,False,2025-12-22,,
vancouver-canucks,philadelphia-flyers,Thatcher Demko,Starting Goalie,g1,Goalies,g,35.0,,False,2025-12-22,,
vancouver-canucks,philadelphia-flyers,Kevin Lankinen,Backup Goalie,g2,Goalies,g,32.0,,False,2025-12-22,,
boston-bruins,montreal-canadiens,Jeremy Swayman,Starting Goalie,g1,Goalies,g,1.0,,False,2025-12-23,,
boston-bruins,montreal-canadiens,Joonas Korpisalo,Backup Goalie,g2,Goalies,g,70.0,,False,2025-12-23,,
buffalo-sabres,ottawa-senators,Alex Lyon,Starting Goalie,g1,Goalies,g,34.0,,False,2025-12-23,,
buffalo-sabres,ottawa-senators,Ukko-Pekka Luukkonen,Backup Goalie,g2,Goalies,g,1.0,,False,2025-12-23,,
calgary-flames,edmonton-oilers,Dustin Wolf,Starting Goalie,g1,Goalies,g,32.0,,False,2025-12-23,,
calgary-flames,edmonton-oilers,Devin Cooley,Backup Goalie,g2,Goalies,g,,,False,2025-12-23,,
carolina-hurricanes,florida-panthers,Frederik Andersen,Starting Goalie,g1,Goalies,g,31.0,,False,2025-12-23,,
carolina-hurricanes,florida-panthers,Brandon Bussi,Backup Goalie,g2,Goalies,g,32.0,,False,2025-12-23,,
chicago-blackhawks,philadelphia-flyers,Spencer Knight,Starting Goalie,g1,Goalies,g,30.0,,False,2025-12-23,,
chicago-blackhawks,philadelphia-flyers,Arvid Soderblom,Backup Goalie,g2,Goalies,g,40.0,,False,2025-12-23,,
colorado-avalanche,utah-hockey-club,Mackenzie Blackwood,Starting Goalie,g1,Goalies,g,39.0,,False,2025-12-23,,
colorado-avalanche,utah-hockey-club,Scott Wedgewood,Backup Goalie,g2,Goalies,g,41.0,,False,2025-12-23,,
dallas-stars,detroit-red-wings,Jake Oettinger,Starting Goalie,g1,Goalies,g,29.0,,False,2025-12-23,,
dallas-stars,detroit-red-wings,Casey DeSmith,Backup Goalie,g2,Goalies,g,1.0,,False,2025-12-23,,
detroit-red-wings,dallas-stars,John Gibson,Starting Goalie,g1,Goalies,g,36.0,,False,2025-12-23,,
detroit-red-wings,dallas-stars,Cam Talbot,Backup Goalie,g2,Goalies,g,39.0,,False,2025-12-23,,
edmonton-oilers,calgary-flames,Connor Ingram,Starting Goalie,g1,Goalies,g,39.0,,False,2025-12-23,,
edmonton-oilers,calgary-flames,Calvin Pickard,Backup Goalie,g2,Goalies,g,30.0,,False,2025-12-23,,
florida-panthers,carolina-hurricanes,Sergei Bobrovsky,Starting Goalie,g1,Goalies,g,72.0,,False,2025-12-23,,
florida-panthers,carolina-hurricanes,Daniil Tarasov,Backup Goalie,g2,Goalies,g,40.0,,False,2025-12-23,,
los-angeles-kings,seattle-kraken,Anton Forsberg,Starting Goalie,g1,Goalies,g,31.0,,False,2025-12-23,,
los-angeles-kings,seattle-kraken,Pheonix Copley,Backup Goalie,g2,Goalies,g,29.0,,False,2025-12-23,,
minnesota-wild,nashville-predators,Filip Gustavsson,Starting Goalie,g1,Goalies,g,32.0,,False,2025-12-23,,
minnesota-wild,nashville-predators,Jesper Wallstedt,Backup Goalie,g2,Goalies,g,,,False,2025-12-23,,
montreal-canadiens,boston-bruins,Jacob Fowler,Starting Goalie,g1,Goalies,g,32.0,,False,2025-12-23,,
montreal-canadiens,boston-bruins,Jakub Dobes,Backup Goalie,g2,Goalies,g,75.0,,False,2025-12-23,,
nashville-predators,minnesota-wild,Juuse Saros,Starting Goalie,g1,Goalies,g,74.0,,False,2025-12-23,,
nashville-predators,minnesota-wild,Justus Annunen,Backup Goalie,g2,Goalies,g,29.0,,False,2025-12-23,,
new-jersey-devils,new-york-islanders,Jacob Markstrom,Starting Goalie,g1,Goalies,g,25.0,,False,2025-12-23,,
new-jersey-devils,new-york-islanders,Jake Allen,Backup Goalie,g2,Goalies,g,34.0,,False,2025-12-23,,
new-york-islanders,new-jersey-devils,David Rittich,Starting Goalie,g1,Goalies,g,31.0,,False,2025-12-23,,
new-york-islanders,new-jersey-devils,Marcus Hogberg,Backup Goalie,g2,Goalies,g,50.0,,False,2025-12-23,,
new-york-rangers,washington-capitals,Igor Shesterkin,Starting Goalie,g1,Goalies,g,31.0,,False,2025-12-23,,
new-york-rangers,washington-capitals,Jonathan Quick,Backup Goalie,g2,Goalies,g,32.0,,False,2025-12-23,,
ottawa-senators,buffalo-sabres,Linus Ullmark,Starting Goalie,g1,Goalies,g,35.0,,False,2025-12-23,,
ottawa-senators,buffalo-sabres,Leevi Merilainen,Backup Goalie,g2,Goalies,g,1.0,,False,2025-12-23,,
philadelphia-flyers,chicago-blackhawks,Samuel Ersson,Starting Goalie,g1,Goalies,g,33.0,,False,2025-12-23,,
philadelphia-flyers,chicago-blackhawks,Dan Vladar,Backup Goalie,g2,Goalies,g,80.0,,False,2025-12-23,,
pittsburgh-penguins,toronto-maple-leafs,Stuart Skinner,Starting Goalie,g1,Goalies,g,74.0,,False,2025-12-23,,
pittsburgh-penguins,toronto-maple-leafs,Arturs Silovs,Backup Goalie,g2,Goalies,g,,,False,2025-12-23,,
san-jose-sharks,vegas-golden-knights,Yaroslav Askarov,Starting Goalie,g1,Goalies,g,30.0,,False,2025-12-23,,
san-jose-sharks,vegas-golden-knights,Alex Nedeljkovic,Backup Goalie,g2,Goalies,g,33.0,,False,2025-12-23,,
seattle-kraken,los-angeles-kings,Joey Daccord,Starting Goalie,g1,Goalies,g,35.0,,False,2025-12-23,,
seattle-kraken,los-angeles-kings,Philipp Grubauer,Backup Goalie,g2,Goalies,g,31.0,,False,2025-12-23,,
toronto-maple-leafs,pittsburgh-penguins,Joseph Woll,Starting Goalie,g1,Goalies,g,60.0,,False,2025-12-23,,
toronto-maple-leafs,pittsburgh-penguins,Dennis Hildeby,Backup Goalie,g2,Goalies,g,,,False,2025-12-23,,
utah-hockey-club,colorado-avalanche,Karel Vejmelka,Starting Goalie,g1,Goalies,g,70.0,,False,2025-12-23,,
utah-hockey-club,colorado-avalanche,Vitek Vanecek,Backup Goalie,g2,Goalies,g,41.0,,False,2025-12-23,,
vegas-golden-knights,san-jose-sharks,Carter Hart,Starting Goalie,g1,Goalies,g,79.0,,False,2025-12-23,,
vegas-golden-knights,san-jose-sharks,Akira Schmid,Backup Goalie,g2,Goalies,g,40.0,,False,2025-12-23,,
washington-capitals,new-york-rangers,Logan Thompson,Starting Goalie,g1,Goalies,g,48.0,,False,2025-12-23,,
washington-capitals,new-york-rangers,Charlie Lindgren,Backup Goalie,g2,Goalies,g,79.0,,False,2025-12-23,,
anaheim-ducks,los-angeles-kings,Lukas Dostal,Starting Goalie,g1,Goalies,g,1.0,,False,2025-12-27,,
anaheim-ducks,los-angeles-kings,Petr Mrazek,Backup Goalie,g2,Goalies,g,34.0,,False,2025-12-27,,
boston-bruins,buffalo-sabres,Jeremy Swayman,Starting Goalie,g1,Goalies,g,1.0,,False,2025-12-27,,
boston-bruins,buffalo-sabres,Joonas Korpisalo,Backup Goalie,g2,Goalies,g,70.0,,False,2025-12-27,,
buffalo-sabres,boston-bruins,Alex Lyon,Starting Goalie,g1,Goalies,g,34.0,,False,2025-12-27,,
buffalo-sabres,boston-bruins,Ukko-Pekka Luukkonen,Backup Goalie,g2,Goalies,g,1.0,,False,2025-12-27,,
calgary-flames,edmonton-oilers,Dustin Wolf,Starting Goalie,g1,Goalies,g,32.0,,False,2025-12-27,,
calgary-flames,edmonton-oilers,Devin Cooley,Backup Goalie,g2,Goalies,g,,,False,2025-12-27,,
carolina-hurricanes,detroit-red-wings,Brandon Bussi,Starting Goalie,g1,Goalies,g,32.0,,False,2025-12-27,,
carolina-hurricanes,detroit-red-wings,Pyotr Kochetkov,Backup Goalie,g2,Goalies,g,52.0,,False,2025-12-27,,
chicago-blackhawks,dallas-stars,Spencer Knight,Starting Goalie,g1,Goalies,g,30.0,,False,2025-12-27,,
chicago-blackhawks,dallas-stars,Arvid Soderblom,Backup Goalie,g2,Goalies,g,40.0,,False,2025-12-27,,
colorado-avalanche,vegas-golden-knights,Mackenzie Blackwood,Starting Goalie,g1,Goalies,g,39.0,,False,2025-12-27,,
colorado-avalanche,vegas-golden-knights,Scott Wedgewood,Backup Goalie,g2,Goalies,g,41.0,,False,2025-12-27,,
dallas-stars,chicago-blackhawks,Jake Oettinger,Starting Goalie,g1,Goalies,g,29.0,,False,2025-12-27,,
dallas-stars,chicago-blackhawks,Casey DeSmith,Backup Goalie,g2,Goalies,g,1.0,,False,2025-12-27,,
detroit-red-wings,carolina-hurricanes,John Gibson,Starting Goalie,g1,Goalies,g,36.0,,False,2025-12-27,,
detroit-red-wings,carolina-hurricanes,Cam Talbot,Backup Goalie,g2,Goalies,g,39.0,,False,2025-12-27,,
edmonton-oilers,calgary-flames,Connor Ingram,Starting Goalie,g1,Goalies,g,39.0,,False,2025-12-27,,
edmonton-oilers,calgary-flames,Calvin Pickard,Backup Goalie,g2,Goalies,g,30.0,,False,2025-12-27,,
florida-panthers,tampa-bay-lightning,Sergei Bobrovsky,Starting Goalie,g1,Goalies,g,72.0,,False,2025-12-27,,
florida-panthers,tampa-bay-lightning,Daniil Tarasov,Backup Goalie,g2,Goalies,g,40.0,,False,2025-12-27,,
los-angeles-kings,anaheim-ducks,Anton Forsberg,Starting Goalie,g1,Goalies,g,31.0,,False,2025-12-27,,
los-angeles-kings,anaheim-ducks,Pheonix Copley,Backup Goalie,g2,Goalies,g,29.0,,False,2025-12-27,,
minnesota-wild,winnipeg-jets,Jesper Wallstedt,Starting Goalie,g1,Goalies,g,,,False,2025-12-27,,
minnesota-wild,winnipeg-jets,Filip Gustavsson,Backup Goalie,g2,Goalies,g,32.0,,False,2025-12-27,,
nashville-predators,st-louis-blues,Juuse Saros,Starting Goalie,g1,Goalies,g,74.0,,False,2025-12-27,,
nashville-predators,st-louis-blues,Justus Annunen,Backup Goalie,g2,Goalies,g,29.0,,False,2025-12-27,,
new-jersey-devils,washington-capitals,Jake Allen,Starting Goalie,g1,Goalies,g,34.0,,False,2025-12-27,,
new-jersey-devils,washington-capitals,Jacob Markstrom,Backup Goalie,g2,Goalies,g,25.0,,False,2025-12-27,,
new-york-islanders,new-york-rangers,David Rittich,Starting Goalie,g1,Goalies,g,31.0,,False,2025-12-27,,
new-york-islanders,new-york-rangers,Marcus Hogberg,Backup Goalie,g2,Goalies,g,50.0,,False,2025-12-27,,
new-york-rangers,new-york-islanders,Igor Shesterkin,Starting Goalie,g1,Goalies,g,31.0,,False,2025-12-27,,
new-york-rangers,new-york-islanders,Jonathan Quick,Backup Goalie,g2,Goalies,g,32.0,,False,2025-12-27,,
ottawa-senators,toronto-maple-leafs,Linus Ullmark,Starting Goalie,g1,Goalies,g,35.0,,False,2025-12-27,,
ottawa-senators,toronto-maple-leafs,Leevi Merilainen,Backup Goalie,g2,Goalies,g,1.0,,False,2025-12-27,,
san-jose-sharks,vancouver-canucks,Yaroslav Askarov,Starting Goalie,g1,Goalies,g,30.0,,False,2025-12-27,,
san-jose-sharks,vancouver-canucks,Alex Nedeljkovic,Backup Goalie,g2,Goalies,g,33.0,,False,2025-12-27,,
st-louis-blues,nashville-predators,Joel Hofer,Starting Goalie,g1,Goalies,g,30.0,,False,2025-12-27,,
st-louis-blues,nashville-predators,Jordan Binnington,Backup Goalie,g2,Goalies,g,50.0,,False,2025-12-27,,
tampa-bay-lightning,florida-panthers,Andrei Vasilevskiy,Starting Goalie,g1,Goalies,g,88.0,,False,2025-12-27,,
tampa-bay-lightning,florida-panthers,Jonas Johansson,Backup Goalie,g2,Goalies,g,31.0,,False,2025-12-27,,
toronto-maple-leafs,ottawa-senators,Joseph Woll,Starting Goalie,g1,Goalies,g,60.0,,False,2025-12-27,,
toronto-maple-leafs,ottawa-senators,Dennis Hildeby,Backup Goalie,g2,Goalies,g,,,False,2025-12-27,,
vancouver-canucks,san-jose-sharks,Thatcher Demko,Starting Goalie,g1,Goalies,g,35.0,,False,2025-12-27,,
vancouver-canucks,san-jose-sharks,Kevin Lankinen,Backup Goalie,g2,Goalies,g,32.0,,False,2025-12-27,,
vegas-golden-knights,colorado-avalanche,Carter Hart,Starting Goalie,g1,Goalies,g,79.0,,False,2025-12-27,,
vegas-golden-knights,colorado-avalanche,Akira Schmid,Backup Goalie,g2,Goalies,g,40.0,,False,2025-12-27,,
washington-capitals,new-jersey-devils,Logan Thompson,Starting Goalie,g1,Goalies,g,48.0,,False,2025-12-27,,
washington-capitals,new-jersey-devils,Charlie Lindgren,Backup Goalie,g2,Goalies,g,79.0,,False,2025-12-27,,
winnipeg-jets,minnesota-wild,Connor Hellebuyck,Starting Goalie,g1,Goalies,g,37.0,,False,2025-12-27,,
winnipeg-jets,minnesota-wild,Eric Comrie,Backup Goalie,g2,Goalies,g,1.0,,False,2025-12-27,,
chicago-blackhawks,pittsburgh-penguins,Arvid Soderblom,Starting Goalie,g1,Goalies,g,40.0,,False,2025-12-28,,
chicago-blackhawks,pittsburgh-penguins,Spencer Knight,Backup Goalie,g2,Goalies,g,30.0,,False,2025-12-28,,
columbus-blue-jackets,new-york-islanders,Jet Greaves,Starting Goalie,g1,Goalies,g,,,False,2025-12-28,,
columbus-blue-jackets,new-york-islanders,Elvis Merzlikins,Backup Goalie,g2,Goalies,g,90.0,,False,2025-12-28,,
detroit-red-wings,toronto-maple-leafs,Cam Talbot,Starting Goalie,g1,Goalies,g,39.0,,False,2025-12-28,,
detroit-red-wings,toronto-maple-leafs,John Gibson,Backup Goalie,g2,Goalies,g,36.0,,False,2025-12-28,,
montreal-canadiens,tampa-bay-lightning,Jacob Fowler,Starting Goalie,g1,Goalies,g,32.0,,False,2025-12-28,,
montreal-canadiens,tampa-bay-lightning,Jakub Dobes,Backup Goalie,g2,Goalies,g,75.0,,False,2025-12-28,,
new-york-islanders,columbus-blue-jackets,David Rittich,Starting Goalie,g1,Goalies,g,31.0,,False,2025-12-28,,
new-york-islanders,columbus-blue-jackets,Marcus Hogberg,Backup Goalie,g2,Goalies,g,50.0,,False,2025-12-28,,
philadelphia-flyers,seattle-kraken,Dan Vladar,Starting Goalie,g1,Goalies,g,80.0,,False,2025-12-28,,
philadelphia-flyers,seattle-kraken,Samuel Ersson,Backup Goalie,g2,Goalies,g,33.0,,False,2025-12-28,,
pittsburgh-penguins,chicago-blackhawks,Stuart Skinner,Starting Goalie,g1,Goalies,g,74.0,,False,2025-12-28,,
pittsburgh-penguins,chicago-blackhawks,Arturs Silovs,Backup Goalie,g2,Goalies,g,,,False,2025-12-28,,
seattle-kraken,philadelphia-flyers,Joey Daccord,Starting Goalie,g1,Goalies,g,35.0,,False,2025-12-28,,
seattle-kraken,philadelphia-flyers,Philipp Grubauer,Backup Goalie,g2,Goalies,g,31.0,,False,2025-12-28,,
tampa-bay-lightning,montreal-canadiens,Jonas Johansson,Starting Goalie,g1,Goalies,g,31.0,,False,2025-12-28,,
