player_id,player_name,first_name,last_name,headshot_url
8480797,Joel Farabee,Joel,Farabee,https://assets.nhle.com/mugs/nhl/latest/8480797.png
8480798,Philipp Kurashev,Philipp,Kurashev,https://assets.nhle.com/mugs/nhl/latest/8480798.png
8480800,Quinn Hughes,Quinn,Hughes,https://assets.nhle.com/mugs/nhl/latest/8480800.png
8480801,Brady Tkachuk,Brady,Tkachuk,https://assets.nhle.com/mugs/nhl/latest/8480801.png
8480802,Ryan McLeod,Ryan,McLeod,https://assets.nhle.com/mugs/nhl/latest/8480802.png
8480803,Evan Bouchard,Evan,Bouchard,https://assets.nhle.com/mugs/nhl/latest/8480803.png
8480806,Isac Lundeström,Isac,Lundeström,https://assets.nhle.com/mugs/nhl/latest/8480806.png
8480807,Mattias Samuelsson,Mattias,Samuelsson,https://assets.nhle.com/mugs/nhl/latest/8480807.png
8480813,Joe Veleno,Joe,Veleno,https://assets.nhle.com/mugs/nhl/latest/8480813.png
8480817,K'Andre Miller,K'Andre,Miller,https://assets.nhle.com/mugs/nhl/latest/8480817.png
8480825,Patrick Giles,Patrick,Giles,https://assets.nhle.com/mugs/nhl/latest/8480825.png
8480828,Michael Callahan,Michael,Callahan,https://assets.nhle.com/mugs/nhl/latest/8480828.png
8480829,Jesperi Kotkaniemi,Jesperi,Kotkaniemi,https://assets.nhle.com/mugs/nhl/latest/8480829.png
8480830,Andrei Svechnikov,Andrei,Svechnikov,https://assets.nhle.com/mugs/nhl/latest/8480830.png
8480831,Alec Regula,Alec,Regula,https://assets.nhle.com/mugs/nhl/latest/8480831.png
8480834,Ty Emberson,Ty,Emberson,https://assets.nhle.com/mugs/nhl/latest/8480834.png
8480835,Jack Drury,Jack,Drury,https://assets.nhle.com/mugs/nhl/latest/8480835.png
8480839,Rasmus Dahlin,Rasmus,Dahlin,https://assets.nhle.com/mugs/nhl/latest/8480839.png
8480840,Oskar Bäck,Oskar,Bäck,https://assets.nhle.com/mugs/nhl/latest/8480840.png
8480842,Filip Hallander,Filip,Hallander,https://assets.nhle.com/mugs/nhl/latest/8480842.png
8480848,Ty Dellandrea,Ty,Dellandrea,https://assets.nhle.com/mugs/nhl/latest/8480848.png
8480849,Barrett Hayton,Barrett,Hayton,https://assets.nhle.com/mugs/nhl/latest/8480849.png
8480855,Jack McBain,Jack,McBain,https://assets.nhle.com/mugs/nhl/latest/8480855.png
8480860,Kevin Bahl,Kevin,Bahl,https://assets.nhle.com/mugs/nhl/latest/8480860.png
8480865,Noah Dobson,Noah,Dobson,https://assets.nhle.com/mugs/nhl/latest/8480865.png
8480871,Adam Boqvist,Adam,Boqvist,https://assets.nhle.com/mugs/nhl/latest/8480871.png
8480873,Rasmus Sandin,Rasmus,Sandin,https://assets.nhle.com/mugs/nhl/latest/8480873.png
8480874,Adam Ginning,Adam,Ginning,https://assets.nhle.com/mugs/nhl/latest/8480874.png
8480876,Curtis Douglas,Curtis,Douglas,https://assets.nhle.com/mugs/nhl/latest/8480876.png
8480878,Nils Lundkvist,Nils,Lundkvist,https://assets.nhle.com/mugs/nhl/latest/8480878.png
8480879,Jacob Bernard-Docker,Jacob,Bernard-Docker,https://assets.nhle.com/mugs/nhl/latest/8480879.png
8480887,Jordan Harris,Jordan,Harris,https://assets.nhle.com/mugs/nhl/latest/8480887.png
8480891,Michael Kesselring,Michael,Kesselring,https://assets.nhle.com/mugs/nhl/latest/8480891.png
8480893,Kirill Marchenko,Kirill,Marchenko,https://assets.nhle.com/mugs/nhl/latest/8480893.png
8480950,Ilya Lyubushkin,Ilya,Lyubushkin,https://assets.nhle.com/mugs/nhl/latest/8480950.png
8480980,Connor Dewar,Connor,Dewar,https://assets.nhle.com/mugs/nhl/latest/8480980.png
8480990,Declan Chisholm,Declan,Chisholm,https://assets.nhle.com/mugs/nhl/latest/8480990.png
8480995,Pontus Holmberg,Pontus,Holmberg,https://assets.nhle.com/mugs/nhl/latest/8480995.png
8481006,Tyler Tucker,Tyler,Tucker,https://assets.nhle.com/mugs/nhl/latest/8481006.png
8481013,Jonatan Berggren,Jonatan,Berggren,https://assets.nhle.com/mugs/nhl/latest/8481013.png
8481014,Alexander Romanov,Alexander,Romanov,https://assets.nhle.com/mugs/nhl/latest/8481014.png
8481024,Linus Karlsson,Linus,Karlsson,https://assets.nhle.com/mugs/nhl/latest/8481024.png
8481032,Paul Cotter,Paul,Cotter,https://assets.nhle.com/mugs/nhl/latest/8481032.png
8481043,Cole Koepke,Cole,Koepke,https://assets.nhle.com/mugs/nhl/latest/8481043.png
8481056,Spencer Stastney,Spencer,Stastney,https://assets.nhle.com/mugs/nhl/latest/8481056.png
8481068,Yegor Sharangovich,Yegor,Sharangovich,https://assets.nhle.com/mugs/nhl/latest/8481068.png
8481122,Simon Benoit,Simon,Benoit,https://assets.nhle.com/mugs/nhl/latest/8481122.png
8481133,Cole Reinhardt,Cole,Reinhardt,https://assets.nhle.com/mugs/nhl/latest/8481133.png
8481161,Jake Christiansen,Jake,Christiansen,https://assets.nhle.com/mugs/nhl/latest/8481161.png
8481167,Brayden Pachal,Brayden,Pachal,https://assets.nhle.com/mugs/nhl/latest/8481167.png
8481178,Egor Zamula,Egor,Zamula,https://assets.nhle.com/mugs/nhl/latest/8481178.png
8481219,Jonathan Aspirot,Jonathan,Aspirot,https://assets.nhle.com/mugs/nhl/latest/8481219.png
8481237,Kyle MacLean,Kyle,MacLean,https://assets.nhle.com/mugs/nhl/latest/8481237.png
8481477,Nico Sturm,Nico,Sturm,https://assets.nhle.com/mugs/nhl/latest/8481477.png
8481481,Blake Lizotte,Blake,Lizotte,https://assets.nhle.com/mugs/nhl/latest/8481481.png
8481491,Noah Philp,Noah,Philp,https://assets.nhle.com/mugs/nhl/latest/8481491.png
8481522,Peyton Krebs,Peyton,Krebs,https://assets.nhle.com/mugs/nhl/latest/8481522.png
8481523,Kirby Dach,Kirby,Dach,https://assets.nhle.com/mugs/nhl/latest/8481523.png
8481524,Bowen Byram,Bowen,Byram,https://assets.nhle.com/mugs/nhl/latest/8481524.png
8481525,Matthew Robertson,Matthew,Robertson,https://assets.nhle.com/mugs/nhl/latest/8481525.png
8481527,Kaedan Korczak,Kaedan,Korczak,https://assets.nhle.com/mugs/nhl/latest/8481527.png
8481528,Dylan Cozens,Dylan,Cozens,https://assets.nhle.com/mugs/nhl/latest/8481528.png
8481532,Alex Turcotte,Alex,Turcotte,https://assets.nhle.com/mugs/nhl/latest/8481532.png
8481533,Trevor Zegras,Trevor,Zegras,https://assets.nhle.com/mugs/nhl/latest/8481533.png
8481540,Cole Caufield,Cole,Caufield,https://assets.nhle.com/mugs/nhl/latest/8481540.png
8481542,Moritz Seider,Moritz,Seider,https://assets.nhle.com/mugs/nhl/latest/8481542.png
8481546,Cam York,Cam,York,https://assets.nhle.com/mugs/nhl/latest/8481546.png
8481553,Bobby Brink,Bobby,Brink,https://assets.nhle.com/mugs/nhl/latest/8481553.png
8481554,Kaapo Kakko,Kaapo,Kakko,https://assets.nhle.com/mugs/nhl/latest/8481554.png
8481556,John Beecher,John,Beecher,https://assets.nhle.com/mugs/nhl/latest/8481556.png
8481557,Matt Boldy,Matt,Boldy,https://assets.nhle.com/mugs/nhl/latest/8481557.png
8481559,Jack Hughes,Jack,Hughes,https://assets.nhle.com/mugs/nhl/latest/8481559.png
8481560,Arthur Kaliyev,Arthur,Kaliyev,https://assets.nhle.com/mugs/nhl/latest/8481560.png
8481562,Domenick Fensore,Domenick,Fensore,https://assets.nhle.com/mugs/nhl/latest/8481562.png
8481563,Drew Helleson,Drew,Helleson,https://assets.nhle.com/mugs/nhl/latest/8481563.png
8481564,Ryan Johnson,Ryan,Johnson,https://assets.nhle.com/mugs/nhl/latest/8481564.png
8481568,Alex Vlasic,Alex,Vlasic,https://assets.nhle.com/mugs/nhl/latest/8481568.png
8481569,Marshall Warren,Marshall,Warren,https://assets.nhle.com/mugs/nhl/latest/8481569.png
8481577,Philip Tomasino,Philip,Tomasino,https://assets.nhle.com/mugs/nhl/latest/8481577.png
8481580,Connor McMichael,Connor,McMichael,https://assets.nhle.com/mugs/nhl/latest/8481580.png
8481581,Thomas Harley,Thomas,Harley,https://assets.nhle.com/mugs/nhl/latest/8481581.png
8481582,Nicholas Robertson,Nicholas,Robertson,https://assets.nhle.com/mugs/nhl/latest/8481582.png
8481591,Sam Poulin,Sam,Poulin,https://assets.nhle.com/mugs/nhl/latest/8481591.png
8481592,Jakob Pelletier,Jakob,Pelletier,https://assets.nhle.com/mugs/nhl/latest/8481592.png
8481593,Jayden Struble,Jayden,Struble,https://assets.nhle.com/mugs/nhl/latest/8481593.png
8481594,Nathan Légaré,Nathan,Légaré,https://assets.nhle.com/mugs/nhl/latest/8481594.png
8481596,Shane Pinto,Shane,Pinto,https://assets.nhle.com/mugs/nhl/latest/8481596.png
8481598,Philip Broberg,Philip,Broberg,https://assets.nhle.com/mugs/nhl/latest/8481598.png
8481601,Simon Holmstrom,Simon,Holmstrom,https://assets.nhle.com/mugs/nhl/latest/8481601.png
8481604,Pavel Dorofeyev,Pavel,Dorofeyev,https://assets.nhle.com/mugs/nhl/latest/8481604.png
8481605,Jackson LaCombe,Jackson,LaCombe,https://assets.nhle.com/mugs/nhl/latest/8481605.png
8481606,Jordan Spence,Jordan,Spence,https://assets.nhle.com/mugs/nhl/latest/8481606.png
8481607,Albert Johansson,Albert,Johansson,https://assets.nhle.com/mugs/nhl/latest/8481607.png
8481609,Vladislav Kolyachonok,Vladislav,Kolyachonok,https://assets.nhle.com/mugs/nhl/latest/8481609.png
8481617,Vasily Podkolzin,Vasily,Podkolzin,https://assets.nhle.com/mugs/nhl/latest/8481617.png
8481618,Alex Newhook,Alex,Newhook,https://assets.nhle.com/mugs/nhl/latest/8481618.png
8481624,Ilya Mikheyev,Ilya,Mikheyev,https://assets.nhle.com/mugs/nhl/latest/8481624.png
8481641,Joel Kiviranta,Joel,Kiviranta,https://assets.nhle.com/mugs/nhl/latest/8481641.png
8481655,Cole Schwindt,Cole,Schwindt,https://assets.nhle.com/mugs/nhl/latest/8481655.png
8481656,Aliaksei Protas,Aliaksei,Protas,https://assets.nhle.com/mugs/nhl/latest/8481656.png
8481704,Juuso Parssinen,Juuso,Parssinen,https://assets.nhle.com/mugs/nhl/latest/8481704.png
8481711,Matias Maccelli,Matias,Maccelli,https://assets.nhle.com/mugs/nhl/latest/8481711.png
8481712,Matěj  Blümel,Matěj ,Blümel,https://assets.nhle.com/mugs/nhl/latest/8481712.png
8481715,Hunter Skinner,Hunter,Skinner,https://assets.nhle.com/mugs/nhl/latest/8481715.png
8481716,Dmitri Voronkov,Dmitri,Voronkov,https://assets.nhle.com/mugs/nhl/latest/8481716.png
8481719,Max Crozier,Max,Crozier,https://assets.nhle.com/mugs/nhl/latest/8481719.png
8481721,Arseny Gritsyuk,Arseny,Gritsyuk,https://assets.nhle.com/mugs/nhl/latest/8481721.png
8481725,Elmer Soderblom,Elmer,Soderblom,https://assets.nhle.com/mugs/nhl/latest/8481725.png
8481726,Adam Edstrom,Adam,Edstrom,https://assets.nhle.com/mugs/nhl/latest/8481726.png
8481754,Nikita Nesterenko,Nikita,Nesterenko,https://assets.nhle.com/mugs/nhl/latest/8481754.png
8481789,Tye Kartye,Tye,Kartye,https://assets.nhle.com/mugs/nhl/latest/8481789.png
8481806,Louis Crevier,Louis,Crevier,https://assets.nhle.com/mugs/nhl/latest/8481806.png
8481848,Jacob Gaucher,Jacob,Gaucher,https://assets.nhle.com/mugs/nhl/latest/8481848.png
8482055,Drew O'Connor,Drew,O'Connor,https://assets.nhle.com/mugs/nhl/latest/8482055.png
8482062,Cole Smith,Cole,Smith,https://assets.nhle.com/mugs/nhl/latest/8482062.png
8482070,Mitchell Chaffee,Mitchell,Chaffee,https://assets.nhle.com/mugs/nhl/latest/8482070.png
8482072,Jack Ahcan,Jack,Ahcan,https://assets.nhle.com/mugs/nhl/latest/8482072.png
8482073,Braden Schneider,Braden,Schneider,https://assets.nhle.com/mugs/nhl/latest/8482073.png
8482074,Connor Zary,Connor,Zary,https://assets.nhle.com/mugs/nhl/latest/8482074.png
8482077,Dylan Holloway,Dylan,Holloway,https://assets.nhle.com/mugs/nhl/latest/8482077.png
8482078,Lucas Raymond,Lucas,Raymond,https://assets.nhle.com/mugs/nhl/latest/8482078.png
8482079,Marco Rossi,Marco,Rossi,https://assets.nhle.com/mugs/nhl/latest/8482079.png
8482087,Kaiden Guhle,Kaiden,Guhle,https://assets.nhle.com/mugs/nhl/latest/8482087.png
8482088,Justin Sourdif,Justin,Sourdif,https://assets.nhle.com/mugs/nhl/latest/8482088.png
8482089,Jake Neighbours,Jake,Neighbours,https://assets.nhle.com/mugs/nhl/latest/8482089.png
8482090,Jack Finley,Jack,Finley,https://assets.nhle.com/mugs/nhl/latest/8482090.png
8482092,Ridly Greig,Ridly,Greig,https://assets.nhle.com/mugs/nhl/latest/8482092.png
8482093,Seth Jarvis,Seth,Jarvis,https://assets.nhle.com/mugs/nhl/latest/8482093.png
8482094,Daemon Hunt,Daemon,Hunt,https://assets.nhle.com/mugs/nhl/latest/8482094.png
8482095,Tyler Kleven,Tyler,Kleven,https://assets.nhle.com/mugs/nhl/latest/8482095.png
8482097,Jack Quinn,Jack,Quinn,https://assets.nhle.com/mugs/nhl/latest/8482097.png
8482100,Alexander Nikishin,Alexander,Nikishin,https://assets.nhle.com/mugs/nhl/latest/8482100.png
8482103,Ozzy Wiesblatt,Ozzy,Wiesblatt,https://assets.nhle.com/mugs/nhl/latest/8482103.png
8482105,Jake Sanderson,Jake,Sanderson,https://assets.nhle.com/mugs/nhl/latest/8482105.png
8482109,Alexis Lafrenière,Alexis,Lafrenière,https://assets.nhle.com/mugs/nhl/latest/8482109.png
8482110,Dawson Mercer,Dawson,Mercer,https://assets.nhle.com/mugs/nhl/latest/8482110.png
8482111,Justin Barron,Justin,Barron,https://assets.nhle.com/mugs/nhl/latest/8482111.png
8482113,Anton Lundell,Anton,Lundell,https://assets.nhle.com/mugs/nhl/latest/8482113.png
8482116,Tim Stützle,Tim,Stützle,https://assets.nhle.com/mugs/nhl/latest/8482116.png
8482117,Lukas Reichel,Lukas,Reichel,https://assets.nhle.com/mugs/nhl/latest/8482117.png
8482118,Sam Colangelo,Sam,Colangelo,https://assets.nhle.com/mugs/nhl/latest/8482118.png
8482122,Brock Faber,Brock,Faber,https://assets.nhle.com/mugs/nhl/latest/8482122.png
8482124,Quinton Byfield,Quinton,Byfield,https://assets.nhle.com/mugs/nhl/latest/8482124.png
8482125,Alexander Holtz,Alexander,Holtz,https://assets.nhle.com/mugs/nhl/latest/8482125.png
8482126,Emil Andrae,Emil,Andrae,https://assets.nhle.com/mugs/nhl/latest/8482126.png
8482131,Donovan Sebrango,Donovan,Sebrango,https://assets.nhle.com/mugs/nhl/latest/8482131.png
8482142,Jamie Drysdale,Jamie,Drysdale,https://assets.nhle.com/mugs/nhl/latest/8482142.png
8482145,Mavrik Bourque,Mavrik,Bourque,https://assets.nhle.com/mugs/nhl/latest/8482145.png
8482146,Luke Evangelista,Luke,Evangelista,https://assets.nhle.com/mugs/nhl/latest/8482146.png
8482148,Hendrix Lapierre,Hendrix,Lapierre,https://assets.nhle.com/mugs/nhl/latest/8482148.png
8482149,Cole Perfetti,Cole,Perfetti,https://assets.nhle.com/mugs/nhl/latest/8482149.png
8482155,Alex Laferriere,Alex,Laferriere,https://assets.nhle.com/mugs/nhl/latest/8482155.png
8482157,Will Cuylle,Will,Cuylle,https://assets.nhle.com/mugs/nhl/latest/8482157.png
8482159,Tyson Foerster,Tyson,Foerster,https://assets.nhle.com/mugs/nhl/latest/8482159.png
8482165,Yan Kuznetsov,Yan,Kuznetsov,https://assets.nhle.com/mugs/nhl/latest/8482165.png
8482166,Shakir Mukhamadullin,Shakir,Mukhamadullin,https://assets.nhle.com/mugs/nhl/latest/8482166.png
8482172,Landon Slaggert,Landon,Slaggert,https://assets.nhle.com/mugs/nhl/latest/8482172.png
8482175,JJ Peterka,JJ,Peterka,https://assets.nhle.com/mugs/nhl/latest/8482175.png
8482176,Wyatt Kaiser,Wyatt,Kaiser,https://assets.nhle.com/mugs/nhl/latest/8482176.png
8482177,Marat Khusnutdinov,Marat,Khusnutdinov,https://assets.nhle.com/mugs/nhl/latest/8482177.png
